country,Country name,,,,,,,,
iso3,ISO 3166-1 alpha-3 code,,,,,,,,
year,Year of death,,,,,,,,
sex,Sex (Female or Male),,,,,,,,
age,Age-group from 0 to 80 plus,,,,,,,,
Nx,Sex- and age-specific population number,,,,,,,,
type,Estimate type for select year (reported or predicted),,,,,,,,
expected.mean,"Expected deaths from all-causes by age, sex and year (mean)",,,,,,,,
acm.mean,"Estimated deaths from all-causes by age, sex and year (mean)",,,,,,,,
excess.mean,"Excess deaths associated with COVID-19 pandemic from all-causes by age, sex and year (mean)",,,,,,,,
,,,,,,,,,
country,iso3,year,sex,age,Nx,type,expected.mean,acm.mean,excess.mean
Belgium,BEL,2020,Male,70 to 79,431597,Reported,13062,15436,2374
Belgium,BEL,2020,Male,80 plus,244919,Reported,27519,32687,5168
Belgium,BEL,2021,Female,0 to 24,1588738,Reported,342,293,-49
Belgium,BEL,2021,Female,25 to 39,1101640,Reported,426,480,54
Belgium,BEL,2021,Female,40 to 49,744012,Reported,909,956,47
Belgium,BEL,2021,Female,50 to 59,783150,Reported,2600,2363,-237
Belgium,BEL,2021,Female,60 to 69,708254,Reported,5572,5549,-23
Belgium,BEL,2021,Female,70 to 79,521958,Reported,9252,10160,908
Belgium,BEL,2021,Female,80 plus,413926,Reported,39922,38304,-1618
Belgium,BEL,2021,Male,0 to 24,1684962,Reported,576,505,-71
Belgium,BEL,2021,Male,25 to 39,1124748,Reported,879,966,87
Belgium,BEL,2021,Male,40 to 49,770683,Reported,1404,1576,172
Belgium,BEL,2021,Male,50 to 59,809080,Reported,4146,4123,-23
Belgium,BEL,2021,Male,60 to 69,685230,Reported,9135,9149,14
Belgium,BEL,2021,Male,70 to 79,446331,Reported,13298,14998,1700
Belgium,BEL,2021,Male,80 plus,249622,Reported,28086,28076,-10
Benin,BEN,2020,Female,0 to 24,3695970,Predicted,21162,21162,0
Benin,BEN,2020,Female,25 to 39,1192834,Predicted,2456,2253,-203
Benin,BEN,2020,Female,40 to 49,500393,Predicted,2265,2260,-5
Benin,BEN,2020,Female,50 to 59,337351,Predicted,3211,3484,273
Benin,BEN,2020,Female,60 to 69,202152,Predicted,4480,5081,601
Benin,BEN,2020,Female,70 to 79,108042,Predicted,5839,6453,614
Benin,BEN,2020,Female,80 plus,32208,Predicted,4118,4654,536
Benin,BEN,2020,Male,0 to 24,3796302,Predicted,25453,25453,0
Benin,BEN,2020,Male,25 to 39,1189541,Predicted,3278,2878,-400
Benin,BEN,2020,Male,40 to 49,481439,Predicted,3167,3152,-15
Benin,BEN,2020,Male,50 to 59,313330,Predicted,4516,4896,380
Benin,BEN,2020,Male,60 to 69,177031,Predicted,5643,6503,860
Benin,BEN,2020,Male,70 to 79,76793,Predicted,5385,6127,742
Benin,BEN,2020,Male,80 plus,19812,Predicted,3030,3580,550
Benin,BEN,2021,Female,0 to 24,3782059,Predicted,20933,20933,0
Benin,BEN,2021,Female,25 to 39,1231008,Predicted,2424,2468,44
Benin,BEN,2021,Female,40 to 49,516323,Predicted,2269,2491,222
Benin,BEN,2021,Female,50 to 59,348442,Predicted,3254,3836,582
Benin,BEN,2021,Female,60 to 69,208723,Predicted,4561,5547,986
Benin,BEN,2021,Female,70 to 79,109808,Predicted,5869,6863,994
Benin,BEN,2021,Female,80 plus,34526,Predicted,4388,5172,784
Benin,BEN,2021,Male,0 to 24,3884648,Predicted,25230,25230,0
Benin,BEN,2021,Male,25 to 39,1229461,Predicted,3293,3266,-27
Benin,BEN,2021,Male,40 to 49,497445,Predicted,3180,3490,310
Benin,BEN,2021,Male,50 to 59,324214,Predicted,4580,5387,807
Benin,BEN,2021,Male,60 to 69,183643,Predicted,5753,7072,1319
Benin,BEN,2021,Male,70 to 79,79216,Predicted,5457,6645,1188
Benin,BEN,2021,Male,80 plus,21515,Predicted,3260,3971,711
Burkina Faso,BFA,2020,Female,0 to 24,6630729,Predicted,36564,36564,0
Burkina Faso,BFA,2020,Female,25 to 39,2000865,Predicted,4128,3911,-217
Burkina Faso,BFA,2020,Female,40 to 49,814414,Predicted,3761,3899,138
Burkina Faso,BFA,2020,Female,50 to 59,526352,Predicted,5418,6028,610
Burkina Faso,BFA,2020,Female,60 to 69,312817,Predicted,7451,8740,1289
Burkina Faso,BFA,2020,Female,70 to 79,142807,Predicted,8172,9252,1080
Burkina Faso,BFA,2020,Female,80 plus,30581,Predicted,3914,4550,636
Burkina Faso,BFA,2020,Male,0 to 24,6870896,Predicted,43960,43960,0
Burkina Faso,BFA,2020,Male,25 to 39,2015339,Predicted,6539,5948,-591
Burkina Faso,BFA,2020,Male,40 to 49,772719,Predicted,5694,5815,121
Burkina Faso,BFA,2020,Male,50 to 59,451138,Predicted,7798,8704,906
Burkina Faso,BFA,2020,Male,60 to 69,226060,Predicted,8494,9937,1443
Burkina Faso,BFA,2020,Male,70 to 79,91430,Predicted,7289,8502,1213
Burkina Faso,BFA,2020,Male,80 plus,17131,Predicted,2772,3315,543
Burkina Faso,BFA,2021,Female,0 to 24,6796637,Predicted,35750,35750,0
Burkina Faso,BFA,2021,Female,25 to 39,2061352,Predicted,4022,4292,270
Burkina Faso,BFA,2021,Female,40 to 49,845604,Predicted,3743,4332,589
Burkina Faso,BFA,2021,Female,50 to 59,543689,Predicted,5482,6731,1249
Burkina Faso,BFA,2021,Female,60 to 69,322504,Predicted,7593,9683,2090
Burkina Faso,BFA,2021,Female,70 to 79,146338,Predicted,8302,10103,1801
Burkina Faso,BFA,2021,Female,80 plus,33322,Predicted,4269,5267,998
Burkina Faso,BFA,2021,Male,0 to 24,7043219,Predicted,43185,43185,0
Burkina Faso,BFA,2021,Male,25 to 39,2079405,Predicted,6605,6867,262
Burkina Faso,BFA,2021,Male,40 to 49,806130,Predicted,5762,6586,824
Burkina Faso,BFA,2021,Male,50 to 59,470037,Predicted,8018,9832,1814
Burkina Faso,BFA,2021,Male,60 to 69,236072,Predicted,8810,11150,2340
Burkina Faso,BFA,2021,Male,70 to 79,93960,Predicted,7457,9425,1968
Burkina Faso,BFA,2021,Male,80 plus,18828,Predicted,3051,3832,781
Bangladesh,BGD,2020,Female,0 to 24,36663908,Predicted,57881,57881,0
Bangladesh,BGD,2020,Female,25 to 39,20729616,Predicted,17957,15524,-2433
Bangladesh,BGD,2020,Female,40 to 49,10379369,Predicted,22156,21147,-1009
Bangladesh,BGD,2020,Female,50 to 59,7261478,Predicted,47818,49040,1222
Bangladesh,BGD,2020,Female,60 to 69,3435373,Predicted,48918,53464,4546
Bangladesh,BGD,2020,Female,70 to 79,2033793,Predicted,72389,76906,4517
Bangladesh,BGD,2020,Female,80 plus,926738,Predicted,102976,112128,9152
Bangladesh,BGD,2020,Male,0 to 24,38222350,Predicted,70918,70918,0
Bangladesh,BGD,2020,Male,25 to 39,20307824,Predicted,23458,19423,-4035
Bangladesh,BGD,2020,Male,40 to 49,10271901,Predicted,33797,32001,-1796
Bangladesh,BGD,2020,Male,50 to 59,7744225,Predicted,69160,72048,2888
Bangladesh,BGD,2020,Male,60 to 69,3861464,Predicted,72368,80633,8265
Bangladesh,BGD,2020,Male,70 to 79,2062019,Predicted,78712,89060,10348
Bangladesh,BGD,2020,Male,80 plus,789325,Predicted,92291,106667,14376
Bangladesh,BGD,2021,Female,0 to 24,36485732,Predicted,55498,55498,0
Bangladesh,BGD,2021,Female,25 to 39,20906597,Predicted,17822,17121,-701
Bangladesh,BGD,2021,Female,40 to 49,10671890,Predicted,22483,23624,1141
Bangladesh,BGD,2021,Female,50 to 59,7514595,Predicted,49556,55079,5523
Bangladesh,BGD,2021,Female,60 to 69,3674407,Predicted,51747,60472,8725
Bangladesh,BGD,2021,Female,70 to 79,2034347,Predicted,72181,81003,8822
Bangladesh,BGD,2021,Female,80 plus,984220,Predicted,108537,122193,13656
Bangladesh,BGD,2021,Male,0 to 24,38042525,Predicted,68233,68233,0
Bangladesh,BGD,2021,Male,25 to 39,20533463,Predicted,23358,21961,-1397
Bangladesh,BGD,2021,Male,40 to 49,10509268,Predicted,34246,35792,1546
Bangladesh,BGD,2021,Male,50 to 59,7942581,Predicted,70501,79511,9010
Bangladesh,BGD,2021,Male,60 to 69,4099519,Predicted,75525,89821,14296
Bangladesh,BGD,2021,Male,70 to 79,2069505,Predicted,78191,94895,16704
Bangladesh,BGD,2021,Male,80 plus,834845,Predicted,97291,114689,17398
Bulgaria,BGR,2020,Female,0 to 24,792821,Reported,308,301,-7
Bulgaria,BGR,2020,Female,25 to 39,650010,Reported,422,437,15
Bulgaria,BGR,2020,Female,40 to 49,516076,Reported,1155,1244,89
Bulgaria,BGR,2020,Female,50 to 59,474023,Reported,2689,3002,313
Bulgaria,BGR,2020,Female,60 to 69,502125,Reported,6028,7657,1629
Bulgaria,BGR,2020,Female,70 to 79,426062,Reported,13415,15743,2328
Bulgaria,BGR,2020,Female,80 plus,213207,Reported,27549,30411,2862
Bulgaria,BGR,2020,Male,0 to 24,841909,Reported,527,482,-45
Bulgaria,BGR,2020,Male,25 to 39,698031,Reported,1019,1102,83
Bulgaria,BGR,2020,Male,40 to 49,545909,Reported,2416,2842,426
Bulgaria,BGR,2020,Male,50 to 59,470681,Reported,6200,6973,773
Bulgaria,BGR,2020,Male,60 to 69,420467,Reported,12494,14446,1952
Bulgaria,BGR,2020,Male,70 to 79,284306,Reported,16284,19785,3501
Bulgaria,BGR,2020,Male,80 plus,112818,Reported,17437,20398,2961
Bulgaria,BGR,2021,Female,0 to 24,790470,Reported,294,369,75
Bulgaria,BGR,2021,Female,25 to 39,631856,Reported,405,565,160
Bulgaria,BGR,2021,Female,40 to 49,512372,Reported,1137,1476,339
Bulgaria,BGR,2021,Female,50 to 59,472394,Reported,2658,3702,1044
Bulgaria,BGR,2021,Female,60 to 69,492194,Reported,5797,9602,3805
Bulgaria,BGR,2021,Female,70 to 79,431853,Reported,13279,20427,7148
Bulgaria,BGR,2021,Female,80 plus,217152,Reported,27880,35230,7350
Bulgaria,BGR,2021,Male,0 to 24,839332,Reported,508,548,40
Bulgaria,BGR,2021,Male,25 to 39,677891,Reported,975,1298,323
Bulgaria,BGR,2021,Male,40 to 49,542179,Reported,2354,3162,808
Bulgaria,BGR,2021,Male,50 to 59,470337,Reported,6089,7857,1768
Bulgaria,BGR,2021,Male,60 to 69,414650,Reported,12187,16695,4508
Bulgaria,BGR,2021,Male,70 to 79,288709,Reported,16319,24200,7881
Bulgaria,BGR,2021,Male,80 plus,115266,Reported,17709,23075,5366
Bahrain,BHR,2020,Female,0 to 24,231077,Predicted,130,130,0
Bahrain,BHR,2020,Female,25 to 39,196008,Predicted,102,91,-11
Bahrain,BHR,2020,Female,40 to 49,82002,Predicted,111,110,-1
Bahrain,BHR,2020,Female,50 to 59,54127,Predicted,225,242,17
Bahrain,BHR,2020,Female,60 to 69,26407,Predicted,361,406,45
Bahrain,BHR,2020,Female,70 to 79,8262,Predicted,419,442,23
Bahrain,BHR,2020,Female,80 plus,3226,Predicted,618,634,16
Bahrain,BHR,2020,Male,0 to 24,260597,Predicted,221,221,0
Bahrain,BHR,2020,Male,25 to 39,526711,Predicted,499,424,-75
Bahrain,BHR,2020,Male,40 to 49,174719,Predicted,326,320,-6
Bahrain,BHR,2020,Male,50 to 59,86104,Predicted,421,463,42
Bahrain,BHR,2020,Male,60 to 69,40165,Predicted,541,632,91
Bahrain,BHR,2020,Male,70 to 79,9556,Predicted,542,604,62
Bahrain,BHR,2020,Male,80 plus,2622,Predicted,481,525,44
Bahrain,BHR,2021,Female,0 to 24,238015,Predicted,133,133,0
Bahrain,BHR,2021,Female,25 to 39,194471,Predicted,104,100,-4
Bahrain,BHR,2021,Female,40 to 49,84856,Predicted,117,123,6
Bahrain,BHR,2021,Female,50 to 59,55821,Predicted,232,262,30
Bahrain,BHR,2021,Female,60 to 69,29174,Predicted,400,460,60
Bahrain,BHR,2021,Female,70 to 79,8629,Predicted,434,464,30
Bahrain,BHR,2021,Female,80 plus,3454,Predicted,690,698,8
Bahrain,BHR,2021,Male,0 to 24,278588,Predicted,241,241,0
Bahrain,BHR,2021,Male,25 to 39,518222,Predicted,507,473,-34
Bahrain,BHR,2021,Male,40 to 49,187592,Predicted,352,370,18
Bahrain,BHR,2021,Male,50 to 59,91934,Predicted,452,518,66
Bahrain,BHR,2021,Male,60 to 69,44299,Predicted,599,720,121
Bahrain,BHR,2021,Male,70 to 79,10392,Predicted,588,668,80
Bahrain,BHR,2021,Male,80 plus,2848,Predicted,535,573,38
Bahamas,BHS,2020,Female,0 to 24,74845,Predicted,68,68,0
Bahamas,BHS,2020,Female,25 to 39,45046,Predicted,75,70,-5
Bahamas,BHS,2020,Female,40 to 49,29495,Predicted,109,111,2
Bahamas,BHS,2020,Female,50 to 59,25944,Predicted,181,201,20
Bahamas,BHS,2020,Female,60 to 69,16116,Predicted,223,264,41
Bahamas,BHS,2020,Female,70 to 79,7740,Predicted,245,284,39
Bahamas,BHS,2020,Female,80 plus,2969,Predicted,286,341,55
Bahamas,BHS,2020,Male,0 to 24,76100,Predicted,125,125,0
Bahamas,BHS,2020,Male,25 to 39,43483,Predicted,167,148,-19
Bahamas,BHS,2020,Male,40 to 49,27001,Predicted,169,170,1
Bahamas,BHS,2020,Male,50 to 59,23278,Predicted,268,299,31
Bahamas,BHS,2020,Male,60 to 69,13314,Predicted,283,339,56
Bahamas,BHS,2020,Male,70 to 79,5905,Predicted,290,346,56
Bahamas,BHS,2020,Male,80 plus,2012,Predicted,219,277,58
Bahamas,BHS,2021,Female,0 to 24,74560,Predicted,67,67,0
Bahamas,BHS,2021,Female,25 to 39,45584,Predicted,75,80,5
Bahamas,BHS,2021,Female,40 to 49,29333,Predicted,108,125,17
Bahamas,BHS,2021,Female,50 to 59,26370,Predicted,183,229,46
Bahamas,BHS,2021,Female,60 to 69,17047,Predicted,234,308,74
Bahamas,BHS,2021,Female,70 to 79,7959,Predicted,251,320,69
Bahamas,BHS,2021,Female,80 plus,3144,Predicted,303,389,86
Bahamas,BHS,2021,Male,0 to 24,75888,Predicted,126,126,0
Bahamas,BHS,2021,Male,25 to 39,44277,Predicted,168,173,5
Bahamas,BHS,2021,Male,40 to 49,26812,Predicted,167,192,25
Bahamas,BHS,2021,Male,50 to 59,23632,Predicted,271,339,68
Bahamas,BHS,2021,Male,60 to 69,14068,Predicted,297,394,97
Bahamas,BHS,2021,Male,70 to 79,6096,Predicted,300,397,97
Bahamas,BHS,2021,Male,80 plus,2144,Predicted,233,313,80
Bosnia and Herzegovina,BIH,2020,Female,0 to 24,417179,Predicted,113,113,0
Bosnia and Herzegovina,BIH,2020,Female,25 to 39,315589,Predicted,139,153,14
Bosnia and Herzegovina,BIH,2020,Female,40 to 49,220864,Predicted,313,334,21
Bosnia and Herzegovina,BIH,2020,Female,50 to 59,257290,Predicted,1057,1125,68
Bosnia and Herzegovina,BIH,2020,Female,60 to 69,244497,Predicted,2491,2819,328
Bosnia and Herzegovina,BIH,2020,Female,70 to 79,140971,Predicted,5050,5731,681
Bosnia and Herzegovina,BIH,2020,Female,80 plus,77816,Predicted,9893,11064,1171
Bosnia and Herzegovina,BIH,2020,Male,0 to 24,440476,Predicted,227,227,0
Bosnia and Herzegovina,BIH,2020,Male,25 to 39,329900,Predicted,285,323,38
Bosnia and Herzegovina,BIH,2020,Male,40 to 49,226874,Predicted,587,662,75
Bosnia and Herzegovina,BIH,2020,Male,50 to 59,242892,Predicted,2097,2324,227
Bosnia and Herzegovina,BIH,2020,Male,60 to 69,219298,Predicted,4492,5188,696
Bosnia and Herzegovina,BIH,2020,Male,70 to 79,101527,Predicted,5252,6163,911
Bosnia and Herzegovina,BIH,2020,Male,80 plus,45642,Predicted,6313,7353,1040
Bosnia and Herzegovina,BIH,2021,Female,0 to 24,408259,Predicted,105,105,0
Bosnia and Herzegovina,BIH,2021,Female,25 to 39,311994,Predicted,136,178,42
Bosnia and Herzegovina,BIH,2021,Female,40 to 49,220994,Predicted,306,390,84
Bosnia and Herzegovina,BIH,2021,Female,50 to 59,250760,Predicted,1011,1284,273
Bosnia and Herzegovina,BIH,2021,Female,60 to 69,247769,Predicted,2449,3314,865
Bosnia and Herzegovina,BIH,2021,Female,70 to 79,144992,Predicted,5021,6568,1547
Bosnia and Herzegovina,BIH,2021,Female,80 plus,80864,Predicted,10463,12516,2053
Bosnia and Herzegovina,BIH,2021,Male,0 to 24,430781,Predicted,218,218,0
Bosnia and Herzegovina,BIH,2021,Male,25 to 39,326652,Predicted,273,352,79
Bosnia and Herzegovina,BIH,2021,Male,40 to 49,227024,Predicted,570,762,192
Bosnia and Herzegovina,BIH,2021,Male,50 to 59,238021,Predicted,2016,2593,577
Bosnia and Herzegovina,BIH,2021,Male,60 to 69,221601,Predicted,4445,5931,1486
Bosnia and Herzegovina,BIH,2021,Male,70 to 79,106530,Predicted,5354,7110,1756
Bosnia and Herzegovina,BIH,2021,Male,80 plus,47218,Predicted,6588,8083,1495
Belarus,BLR,2020,Female,0 to 24,1218346,Predicted,282,282,0
Belarus,BLR,2020,Female,25 to 39,1071391,Predicted,866,936,70
Belarus,BLR,2020,Female,40 to 49,662874,Predicted,1475,1782,307
Belarus,BLR,2020,Female,50 to 59,726882,Predicted,3512,4513,1001
Belarus,BLR,2020,Female,60 to 69,732887,Predicted,8264,10734,2470
Belarus,BLR,2020,Female,70 to 79,351491,Predicted,11991,14304,2313
Belarus,BLR,2020,Female,80 plus,286083,Predicted,33602,35645,2043
Belarus,BLR,2020,Male,0 to 24,1279849,Predicted,545,545,0
Belarus,BLR,2020,Male,25 to 39,1111287,Predicted,2676,2789,113
Belarus,BLR,2020,Male,40 to 49,622527,Predicted,4286,5391,1105
Belarus,BLR,2020,Male,50 to 59,618909,Predicted,9836,13201,3365
Belarus,BLR,2020,Male,60 to 69,510364,Predicted,18165,24150,5985
Belarus,BLR,2020,Male,70 to 79,174071,Predicted,12643,15832,3189
Belarus,BLR,2020,Male,80 plus,82360,Predicted,12770,14724,1954
Belarus,BLR,2021,Female,0 to 24,1218449,Predicted,262,262,0
Belarus,BLR,2021,Female,25 to 39,1052467,Predicted,840,970,130
Belarus,BLR,2021,Female,40 to 49,666840,Predicted,1453,1854,401
Belarus,BLR,2021,Female,50 to 59,706135,Predicted,3298,4451,1153
Belarus,BLR,2021,Female,60 to 69,750445,Predicted,8257,11154,2897
Belarus,BLR,2021,Female,70 to 79,359326,Predicted,11647,14379,2732
Belarus,BLR,2021,Female,80 plus,291391,Predicted,34281,35995,1714
Belarus,BLR,2021,Male,0 to 24,1277807,Predicted,501,501,0
Belarus,BLR,2021,Male,25 to 39,1094110,Predicted,2561,2766,205
Belarus,BLR,2021,Male,40 to 49,630695,Predicted,4205,5338,1133
Belarus,BLR,2021,Male,50 to 59,601085,Predicted,9281,12612,3331
Belarus,BLR,2021,Male,60 to 69,525577,Predicted,18386,24610,6224
Belarus,BLR,2021,Male,70 to 79,183766,Predicted,12970,16364,3394
Belarus,BLR,2021,Male,80 plus,84774,Predicted,13164,14828,1664
Belize,BLZ,2020,Female,0 to 24,96727,Predicted,86,86,0
Belize,BLZ,2020,Female,25 to 39,49205,Predicted,74,65,-9
Belize,BLZ,2020,Female,40 to 49,22783,Predicted,69,67,-2
Belize,BLZ,2020,Female,50 to 59,16052,Predicted,112,118,6
Belize,BLZ,2020,Female,60 to 69,8902,Predicted,119,134,15
Belize,BLZ,2020,Female,70 to 79,4038,Predicted,132,144,12
Belize,BLZ,2020,Female,80 plus,2153,Predicted,214,244,30
Belize,BLZ,2020,Male,0 to 24,98570,Predicted,161,161,0
Belize,BLZ,2020,Male,25 to 39,46988,Predicted,196,165,-31
Belize,BLZ,2020,Male,40 to 49,21175,Predicted,125,119,-6
Belize,BLZ,2020,Male,50 to 59,15758,Predicted,175,185,10
Belize,BLZ,2020,Male,60 to 69,8912,Predicted,171,195,24
Belize,BLZ,2020,Male,70 to 79,4273,Predicted,159,184,25
Belize,BLZ,2020,Male,80 plus,2085,Predicted,247,295,48
Belize,BLZ,2021,Female,0 to 24,97042,Predicted,84,84,0
Belize,BLZ,2021,Female,25 to 39,50546,Predicted,74,83,9
Belize,BLZ,2021,Female,40 to 49,23421,Predicted,72,88,16
Belize,BLZ,2021,Female,50 to 59,16709,Predicted,116,152,36
Belize,BLZ,2021,Female,60 to 69,9447,Predicted,125,173,48
Belize,BLZ,2021,Female,70 to 79,4251,Predicted,136,182,46
Belize,BLZ,2021,Female,80 plus,2244,Predicted,223,302,79
Belize,BLZ,2021,Male,0 to 24,98986,Predicted,159,159,0
Belize,BLZ,2021,Male,25 to 39,48382,Predicted,202,217,15
Belize,BLZ,2021,Male,40 to 49,21651,Predicted,127,153,26
Belize,BLZ,2021,Male,50 to 59,16231,Predicted,180,236,56
Belize,BLZ,2021,Male,60 to 69,9374,Predicted,178,250,72
Belize,BLZ,2021,Male,70 to 79,4467,Predicted,161,231,70
Belize,BLZ,2021,Male,80 plus,2164,Predicted,255,358,103
Bolivia (Plurinational State of),BOL,2020,Female,0 to 24,2805698,Reported,3606,2917,-689
Bolivia (Plurinational State of),BOL,2020,Female,25 to 39,1296964,Reported,1560,2725,1165
Bolivia (Plurinational State of),BOL,2020,Female,40 to 49,621820,Reported,1969,3496,1527
Bolivia (Plurinational State of),BOL,2020,Female,50 to 59,448077,Reported,3366,6200,2834
Bolivia (Plurinational State of),BOL,2020,Female,60 to 69,317361,Reported,6039,9324,3285
Bolivia (Plurinational State of),BOL,2020,Female,70 to 79,207905,Reported,10889,11097,208
Bolivia (Plurinational State of),BOL,2020,Female,80 plus,117185,Reported,18383,15244,-3139
Bolivia (Plurinational State of),BOL,2020,Male,0 to 24,2921774,Reported,4899,4028,-871
Bolivia (Plurinational State of),BOL,2020,Male,25 to 39,1316480,Reported,1972,4943,2971
Bolivia (Plurinational State of),BOL,2020,Male,40 to 49,616523,Reported,2053,6072,4019
Bolivia (Plurinational State of),BOL,2020,Male,50 to 59,435515,Reported,3727,10728,7001
Bolivia (Plurinational State of),BOL,2020,Male,60 to 69,297957,Reported,6799,16212,9413
Bolivia (Plurinational State of),BOL,2020,Male,70 to 79,184036,Reported,10317,17093,6776
Bolivia (Plurinational State of),BOL,2020,Male,80 plus,85734,Reported,13285,15082,1797
Bolivia (Plurinational State of),BOL,2021,Female,0 to 24,2814643,Reported,3423,2668,-755
Bolivia (Plurinational State of),BOL,2021,Female,25 to 39,1322092,Reported,1550,3121,1571
Bolivia (Plurinational State of),BOL,2021,Female,40 to 49,638067,Reported,1994,4896,2902
Bolivia (Plurinational State of),BOL,2021,Female,50 to 59,460493,Reported,3426,8606,5180
Bolivia (Plurinational State of),BOL,2021,Female,60 to 69,324415,Reported,6131,12059,5928
Bolivia (Plurinational State of),BOL,2021,Female,70 to 79,213529,Reported,11183,12938,1755
Bolivia (Plurinational State of),BOL,2021,Female,80 plus,123274,Reported,19534,15443,-4091
Bolivia (Plurinational State of),BOL,2021,Male,0 to 24,2930874,Reported,4692,3515,-1177
Bolivia (Plurinational State of),BOL,2021,Male,25 to 39,1341774,Reported,1963,5869,3906
Bolivia (Plurinational State of),BOL,2021,Male,40 to 49,632370,Reported,2067,8061,5994
Bolivia (Plurinational State of),BOL,2021,Male,50 to 59,447286,Reported,3781,13679,9898
Bolivia (Plurinational State of),BOL,2021,Male,60 to 69,304587,Reported,6911,18436,11525
Bolivia (Plurinational State of),BOL,2021,Male,70 to 79,188852,Reported,10579,19101,8522
Bolivia (Plurinational State of),BOL,2021,Male,80 plus,90680,Reported,14135,14709,574
Brazil,BRA,2020,Female,0 to 24,37957666,Reported,25990,27089,1099
Brazil,BRA,2020,Female,25 to 39,25729946,Reported,23324,27265,3941
Brazil,BRA,2020,Female,40 to 49,15035839,Reported,31897,39133,7236
Brazil,BRA,2020,Female,50 to 59,12741813,Reported,59394,70545,11151
Brazil,BRA,2020,Female,60 to 69,9079100,Reported,97256,118786,21530
Brazil,BRA,2020,Female,70 to 79,4969148,Reported,133032,154827,21795
Brazil,BRA,2020,Female,80 plus,2610114,Reported,251967,268679,16712
Brazil,BRA,2020,Male,0 to 24,39431739,Reported,62385,58928,-3457
Brazil,BRA,2020,Male,25 to 39,25699410,Reported,65227,69970,4743
Brazil,BRA,2020,Male,40 to 49,14426167,Reported,59635,71188,11553
Brazil,BRA,2020,Male,50 to 59,11679389,Reported,100541,120152,19611
Brazil,BRA,2020,Male,60 to 69,7817762,Reported,143911,178092,34181
Brazil,BRA,2020,Male,70 to 79,3832403,Reported,157190,192531,35341
Brazil,BRA,2020,Male,80 plus,1548913,Reported,185578,210952,25374
Brazil,BRA,2021,Female,0 to 24,37636636,Predicted,26880,26880,0
Brazil,BRA,2021,Female,25 to 39,25704326,Predicted,23005,26168,3163
Brazil,BRA,2021,Female,40 to 49,15332744,Predicted,31985,39571,7586
Brazil,BRA,2021,Female,50 to 59,12903391,Predicted,59236,79638,20402
Brazil,BRA,2021,Female,60 to 69,9386104,Predicted,98975,139615,40640
Brazil,BRA,2021,Female,70 to 79,5190473,Predicted,136656,185516,48860
Brazil,BRA,2021,Female,80 plus,2738251,Predicted,262594,356495,93901
Brazil,BRA,2021,Male,0 to 24,39105753,Predicted,58406,58406,0
Brazil,BRA,2021,Male,25 to 39,25701238,Predicted,64256,69956,5700
Brazil,BRA,2021,Male,40 to 49,14731207,Predicted,59655,72846,13191
Brazil,BRA,2021,Male,50 to 59,11834188,Predicted,100312,133734,33422
Brazil,BRA,2021,Male,60 to 69,8080744,Predicted,146612,206725,60113
Brazil,BRA,2021,Male,70 to 79,4011503,Predicted,161781,229099,67318
Brazil,BRA,2021,Male,80 plus,1636883,Predicted,195248,271408,76160
Barbados,BRB,2020,Female,0 to 24,42129,Predicted,32,32,0
Barbados,BRB,2020,Female,25 to 39,28237,Predicted,29,25,-4
Barbados,BRB,2020,Female,40 to 49,20099,Predicted,49,43,-6
Barbados,BRB,2020,Female,50 to 59,21089,Predicted,121,107,-14
Barbados,BRB,2020,Female,60 to 69,18093,Predicted,255,236,-19
Barbados,BRB,2020,Female,70 to 79,11096,Predicted,401,378,-23
